Sigla da Unidade da Federação;Código do Município;Nome do Município;PIB;PIB PER CAPITA;Ano
SC;4207809;Irani;238.409.799,00;23.059,27;2018
SC;4207858;Irati;37.201.107,00;19.057,94;2018
SC;4207908;Irineópolis;347.397.011,00;31.142,72;2018
SC;4208005;Itá;265.045.756,00;42.687,35;2018
SC;4208104;Itaiópolis;749.483.719,00;34.769,15;2018
SC;4208203;Itajaí;25.413.431.729,00;117.712,00;2018
SC;4208302;Itapema;1.872.016.781,00;29.597,10;2018
SC;4208401;Itapiranga;773.554.224,00;46.220,97;2018
SC;4208450;Itapoá;793.233.120,00;39.735,17;2018
SC;4208500;Ituporanga;933.730.234,00;37.632,20;2018
SC;4208609;Jaborá;126.921.522,00;32.091,41;2018
SC;4208708;Jacinto Machado;331.496.385,00;31.700,91;2018
SC;4208807;Jaguaruna;469.914.196,00;23.787,10;2018
SC;4208906;Jaraguá do Sul;8.995.685.576,00;51.652,44;2018
SC;4208955;Jardinópolis;39.803.107,00;24.954,93;2018
SC;4209003;Joaçaba;1.929.063.852,00;64.675,09;2018
SC;4209102;Joinville;30.785.682.004,00;52.792,59;2018
SC;4209151;José Boiteux;102.234.377,00;20.508,40;2018
SC;4209177;Jupiá;56.788.342,00;26.913,91;2018
SC;4209201;Lacerdópolis;92.184.195,00;41.062,00;2018
SC;4209300;Lages;5.103.843.088,00;32.355,43;2018
SC;4209409;Laguna;900.499.111,00;19.791,19;2018
SC;4209458;Lajeado Grande;41.354.514,00;28.778,37;2018
SC;4209508;Laurentino;267.675.990,00;38.934,69;2018
SC;4209607;Lauro Müller;373.986.946,00;24.646,56;2018
SC;4209706;Lebon Régis;246.848.625,00;20.402,40;2018
SC;4209805;Leoberto Leal;93.972.258,00;30.480,78;2018
SC;4209854;Lindóia do Sul;107.264.368,00;23.420,17;2018
SC;4209904;Lontras;322.169.973,00;26.977,89;2018
SC;4210001;Luiz Alves;581.065.461,00;46.083,39;2018
SC;4210035;Luzerna;170.821.862,00;30.042,54;2018
SC;4210050;Macieira;48.700.956,00;27.298,74;2018
SC;4210100;Mafra;1.960.222.790,00;34.993,36;2018
SC;4210209;Major Gercino;49.334.114,00;14.383,12;2018
SC;4210308;Major Vieira;210.904.999,00;26.205,89;2018
SC;4210407;Maracajá;197.366.293,00;27.385,36;2018
SC;4210506;Maravilha;1.288.638.279,00;50.727,80;2018
SC;4210555;Marema;57.669.573,00;31.240,29;2018
SC;4210605;Massaranduba;548.048.259,00;32.809,40;2018
SC;4210704;Matos Costa;51.802.758,00;20.235,45;2018
SC;4210803;Meleiro;239.695.175,00;34.105,74;2018
SC;4210852;Mirim Doce;52.962.447,00;22.672,28;2018
SC;4210902;Modelo;115.056.386,00;27.394,38;2018
SC;4211009;Mondaí;656.579.599,00;56.640,75;2018
SC;4211058;Monte Carlo;158.881.357,00;16.172,78;2018
SC;4211108;Monte Castelo;176.188.304,00;21.278,78;2018
SC;4211207;Morro da Fumaça;642.829.058,00;36.437,43;2018
SC;4211256;Morro Grande;104.794.295,00;36.160,90;2018
SC;4211306;Navegantes;3.820.583.878,00;48.187,98;2018
SC;4211405;Nova Erechim;163.898.731,00;33.144,33;2018
SC;4211454;Nova Itaberaba;107.210.821,00;24.742,86;2018
SC;4211504;Nova Trento;591.684.736,00;41.341,86;2018
SC;4211603;Nova Veneza;725.540.074,00;48.411,29;2018
SC;4211652;Novo Horizonte;91.411.327,00;36.844,55;2018
SC;4211702;Orleans;907.251.806,00;39.817,94;2018
SC;4211751;Otacílio Costa;755.962.733,00;40.840,77;2018
SC;4211801;Ouro;166.184.332,00;22.712,09;2018
SC;4211850;Ouro Verde;87.127.701,00;39.123,35;2018
SC;4211876;Paial;41.073.834,00;26.723,38;2018
SC;4211892;Painel;47.342.204,00;20.034,79;2018
SC;4211900;Palhoça;5.489.675.754,00;32.626,34;2018
SC;4212007;Palma Sola;224.912.921,00;30.088,69;2018
SC;4212056;Palmeira;102.077.491,00;39.215,33;2018
SC;4212106;Palmitos;621.045.535,00;38.378,79;2018
SC;4212205;Papanduva;599.304.594,00;31.184,55;2018
SC;4212239;Paraíso;101.002.679,00;28.734,76;2018
SC;4212254;Passo de Torres;164.527.087,00;19.144,41;2018
SC;4212270;Passos Maia;138.416.656,00;33.066,57;2018
SC;4212304;Paulo Lopes;190.304.202,00;25.654,38;2018
SC;4212403;Pedras Grandes;132.720.799,00;33.180,20;2018
SC;4212502;Penha;743.895.505,00;23.419,45;2018
SC;4212601;Peritiba;85.035.426,00;30.218,70;2018
SC;4212650;Pescaria Brava;100.328.682,00;10.010,84;2018
SC;4212700;Petrolândia;173.692.463,00;29.089,34;2018
SC;4212809;Balneário Piçarras;939.638.396,00;41.741,30;2018
SC;4212908;Pinhalzinho;1.122.662.152,00;56.398,18;2018
SC;4213005;Pinheiro Preto;161.558.700,00;45.988,81;2018
SC;4213104;Piratuba;615.049.939,00;155.119,78;2018
SC;4213153;Planalto Alegre;94.867.178,00;33.286,73;2018
SC;4213203;Pomerode;2.026.616.475,00;61.648,00;2018
SC;4213302;Ponte Alta;114.165.152,00;24.218,32;2018
SC;4213351;Ponte Alta do Norte;115.306.045,00;33.833,93;2018
SC;4213401;Ponte Serrada;226.904.721,00;19.642,03;2018
SC;4213500;Porto Belo;1.177.910.074,00;56.537,87;2018
SC;4213609;Porto União;755.314.137,00;21.427,35;2018
SC;4213708;Pouso Redondo;483.992.231,00;28.157,09;2018
SC;4213807;Praia Grande;160.285.812,00;21.879,04;2018
SC;4213906;Presidente Castello Branco;45.954.364,00;28.902,12;2018
SC;4214003;Presidente Getúlio;712.052.231,00;41.362,31;2018
SC;4214102;Presidente Nereu;52.784.354,00;23.049,94;2018
SC;4214151;Princesa;71.458.824,00;24.547,86;2018
SC;4214201;Quilombo;352.659.379,00;35.457,41;2018
SC;4214300;Rancho Queimado;117.584.481,00;40.998,77;2018
SC;4214409;Rio das Antas;191.047.991,00;30.774,48;2018
SC;4214508;Rio do Campo;148.568.791,00;24.848,43;2018
SC;4214607;Rio do Oeste;185.465.253,00;24.874,63;2018
SC;4214706;Rio dos Cedros;331.819.890,00;28.748,91;2018
SC;4214805;Rio do Sul;2.719.645.652,00;38.796,66;2018
SC;4214904;Rio Fortuna;238.298.000,00;51.792,65;2018
SC;4215000;Rio Negrinho;1.158.011.663,00;27.502,30;2018
SC;4215059;Rio Rufino;48.524.945,00;19.550,74;2018
SC;4215075;Riqueza;113.274.070,00;24.433,58;2018
SC;4215109;Rodeio;285.412.935,00;24.814,20;2018
SC;4215208;Romelândia;84.613.456,00;17.303,37;2018
SC;4215307;Salete;197.595.778,00;25.910,80;2018
SC;4215356;Saltinho;70.321.888,00;18.466,88;2018
SC;4215406;Salto Veloso;171.645.924,00;36.676,48;2018
SC;4215455;Sangão;319.406.566,00;25.663,39;2018
SC;4215505;Santa Cecília;470.773.252,00;28.120,98;2018
SC;4215554;Santa Helena;70.074.609,00;31.185,85;2018
SC;4215604;Santa Rosa de Lima;50.667.768,00;23.709,77;2018
SC;4215653;Santa Rosa do Sul;132.837.989,00;15.931,64;2018
SC;4215679;Santa Terezinha;181.327.913,00;20.603,10;2018
SC;4215687;Santa Terezinha do Progresso;52.365.036,00;21.080,93;2018
SC;4215695;Santiago do Sul;33.849.477,00;26.321,52;2018
SC;4215703;Santo Amaro da Imperatriz;848.974.209,00;37.065,02;2018
SC;4215752;São Bernardino;63.725.683,00;26.708,17;2018
SC;4215802;São Bento do Sul;3.198.188.427,00;38.266,83;2018
SC;4215901;São Bonifácio;71.441.344,00;24.962,03;2018
SC;4216008;São Carlos;424.613.842,00;37.942,44;2018
SC;4216057;São Cristóvão do Sul;158.741.412,00;28.867,32;2018
SC;4216107;São Domingos;327.326.345,00;34.612,07;2018
SC;4216206;São Francisco do Sul;4.142.714.247,00;80.165,53;2018
SC;4216255;São João do Oeste;221.149.544,00;34.777,41;2018
SC;4216305;São João Batista;898.813.572,00;24.798,96;2018
SC;4216354;São João do Itaperiú;170.373.586,00;45.959,96;2018
SC;4216404;São João do Sul;192.692.639,00;26.468,77;2018
SC;4216503;São Joaquim;747.203.525,00;27.919,27;2018
SC;4216602;São José;10.607.482.939,00;43.665,31;2018
SC;4216701;São José do Cedro;409.457.940,00;29.589,39;2018
SC;4216800;São José do Cerrito;249.339.620,00;29.609,26;2018
SC;4216909;São Lourenço do Oeste;960.833.945,00;40.274,72;2018
SC;4217006;São Ludgero;636.350.255,00;48.336,52;2018
SC;4217105;São Martinho;81.324.957,00;25.501,71;2018
SC;4217154;São Miguel da Boa Vista;36.642.241,00;19.990,31;2018
SC;4217204;São Miguel do Oeste;1.521.972.333,00;37.963,89;2018
SC;4217253;São Pedro de Alcântara;80.862.718,00;14.164,08;2018
SC;4217303;Saudades;321.903.355,00;33.257,91;2018
SC;4217402;Schroeder;499.669.818,00;24.106,03;2018
SC;4217501;Seara;799.912.554,00;45.693,62;2018
SC;4217550;Serra Alta;81.305.775,00;24.864,15;2018
SC;4217600;Siderópolis;466.716.856,00;33.528,51;2018
SC;4217709;Sombrio;785.293.184,00;26.167,72;2018
SC;4217758;Sul Brasil;56.385.675,00;22.554,27;2018
SC;4217808;Taió;599.958.703,00;32.781,05;2018
SC;4217907;Tangará;409.469.437,00;47.114,19;2018
SC;4217956;Tigrinhos;42.286.823,00;25.690,66;2018
SC;4218004;Tijucas;1.539.749.353,00;40.901,83;2018
SC;4218103;Timbé do Sul;128.869.596,00;24.069,78;2018
SC;4218202;Timbó;1.858.869.424,00;42.748,35;2018
SC;4218251;Timbó Grande;197.331.021,00;25.259,99;2018
SC;4218301;Três Barras;1.113.577.870,00;58.050,25;2018
SC;4218350;Treviso;204.543.714,00;52.568,42;2018
SC;4218400;Treze de Maio;147.503.945,00;20.863,36;2018
SC;4218509;Treze Tílias;613.122.690,00;79.760,98;2018
SC;4218608;Trombudo Central;254.268.522,00;34.907,81;2018
SC;4218707;Tubarão;3.741.552.287,00;35.655,22;2018
SC;4218756;Tunápolis;124.217.750,00;27.234,76;2018
SC;4218806;Turvo;538.191.687,00;42.026,53;2018
SC;4218855;União do Oeste;59.537.444,00;23.654,13;2018
SC;4218905;Urubici;250.464.499,00;22.372,89;2018
SC;4218954;Urupema;54.676.741,00;22.118,42;2018
SC;4219002;Urussanga;835.696.607,00;39.438,25;2018
SC;4219101;Vargeão;131.915.707,00;36.899,50;2018
SC;4219150;Vargem;61.414.172,00;24.351,38;2018
SC;4219176;Vargem Bonita;392.371.445,00;86.539,80;2018
SC;4219200;Vidal Ramos;287.462.332,00;45.291,06;2018
SC;4219309;Videira;2.427.864.232,00;46.236,23;2018
SC;4219358;Vitor Meireles;118.550.534,00;23.643,90;2018
SC;4219408;Witmarsum;129.232.580,00;32.866,88;2018
SC;4219507;Xanxerê;1.703.710.147,00;33.864,92;2018
SC;4219606;Xavantina;216.185.383,00;54.550,94;2018
SC;4219705;Xaxim;947.824.848,00;33.345,93;2018
SC;4219853;Zortéa;71.184.888,00;21.389,69;2018
SC;4220000;Balneário Rincão;225.341.461,00;17.926,93;2018
SE;2800100;Amparo de São Francisco;27.673.438,00;11.686,42;2018
SE;2800209;Aquidabã;230.581.110,00;10.753,21;2018
SE;2800308;Aracaju;17.276.300.787,00;26.622,38;2018
SE;2800407;Arauá;108.667.890,00;10.687,24;2018
SE;2800506;Areia Branca;189.025.418,00;10.275,35;2018
SE;2800605;Barra dos Coqueiros;491.073.762,00;16.438,72;2018
SE;2800670;Boquim;292.363.173,00;10.937,23;2018
SE;2800704;Brejo Grande;75.886.170,00;9.182,74;2018
SE;2801009;Campo do Brito;197.525.971,00;10.975,49;2018
SE;2801108;Canhoba;43.588.184,00;10.867,16;2018
SE;2801207;Canindé de São Francisco;2.148.558.275,00;73.005,72;2018
SE;2801306;Capela;375.235.043,00;11.067,57;2018
SE;2801405;Carira;216.393.100,00;9.961,02;2018
SE;2801504;Carmópolis;401.848.088,00;24.617,01;2018
SE;2801603;Cedro de São João;54.332.471,00;9.240,22;2018
SE;2801702;Cristinápolis;210.469.201,00;11.570,60;2018
SE;2801900;Cumbe;36.872.602,00;9.271,46;2018
SE;2802007;Divina Pastora;152.679.864,00;30.179,85;2018
SE;2802106;Estância;1.697.923.025,00;24.677,68;2018
SE;2802205;Feira Nova;57.386.769,00;10.308,38;2018
SE;2802304;Frei Paulo;214.798.122,00;14.054,71;2018
SE;2802403;Gararu;103.660.646,00;8.931,64;2018
SE;2802502;General Maynard;31.683.626,00;9.580,78;2018
SE;2802601;Gracho Cardoso;60.866.084,00;10.474,29;2018
SE;2802700;Ilha das Flores;71.970.470,00;8.448,23;2018
SE;2802809;Indiaroba;184.329.305,00;10.378,32;2018
SE;2802908;Itabaiana;1.801.159.450,00;19.020,44;2018
SE;2803005;Itabaianinha;428.434.066,00;10.278,14;2018
SE;2803104;Itabi;53.548.282,00;10.881,59;2018
SE;2803203;Itaporanga d'Ajuda;903.604.636,00;26.581,30;2018
SE;2803302;Japaratuba;393.274.558,00;21.171,11;2018
SE;2803401;Japoatã;162.353.538,00;12.407,61;2018
SE;2803500;Lagarto;1.474.880.368,00;14.239,60;2018
SE;2803609;Laranjeiras;862.358.789,00;29.166,26;2018
SE;2803708;Macambira;64.268.956,00;9.345,49;2018
SE;2803807;Malhada dos Bois;42.747.145,00;11.663,61;2018
SE;2803906;Malhador;126.566.777,00;10.060,15;2018
SE;2804003;Maruim;316.552.647,00;18.454,65;2018
SE;2804102;Moita Bonita;129.286.945,00;11.419,09;2018
SE;2804201;Monte Alegre de Sergipe;138.895.544,00;9.186,21;2018
SE;2804300;Muribeca;91.314.609,00;11.999,29;2018
SE;2804409;Neópolis;253.707.229,00;13.541,89;2018
SE;2804458;Nossa Senhora Aparecida;83.697.929,00;9.529,54;2018
SE;2804508;Nossa Senhora da Glória;561.374.120,00;15.374,22;2018
SE;2804607;Nossa Senhora das Dores;295.086.238,00;11.152,16;2018
SE;2804706;Nossa Senhora de Lourdes;60.993.513,00;9.427,13;2018
SE;2804805;Nossa Senhora do Socorro;2.557.513.821,00;14.090,75;2018
SE;2804904;Pacatuba;175.843.892,00;12.256,49;2018
SE;2805000;Pedra Mole;30.279.982,00;9.357,23;2018
SE;2805109;Pedrinhas;81.688.537,00;8.564,54;2018
SE;2805208;Pinhão;54.412.680,00;8.341,66;2018
SE;2805307;Pirambu;110.401.989,00;12.001,52;2018
SE;2805406;Poço Redondo;296.409.262,00;8.613,54;2018
SE;2805505;Poço Verde;238.373.556,00;10.106,57;2018
SE;2805604;Porto da Folha;261.570.012,00;9.178,86;2018
SE;2805703;Propriá;513.394.823,00;17.368,48;2018
SE;2805802;Riachão do Dantas;266.762.629,00;13.472,86;2018
SE;2805901;Riachuelo;171.717.577,00;16.934,67;2018
SE;2806008;Ribeirópolis;309.654.129,00;16.712,77;2018
SE;2806107;Rosário do Catete;386.134.289,00;36.097,44;2018
SE;2806206;Salgado;174.693.638,00;8.747,80;2018
SE;2806305;Santa Luzia do Itanhy;158.435.688,00;11.359,84;2018
SE;2806404;Santana do São Francisco;68.790.051,00;8.917,56;2018
SE;2806503;Santa Rosa de Lima;43.380.521,00;11.111,81;2018
SE;2806602;Santo Amaro das Brotas;126.153.418,00;10.468,29;2018
SE;2806701;São Cristóvão;895.764.102,00;10.061,71;2018
SE;2806800;São Domingos;102.290.012,00;9.244,47;2018
SE;2806909;São Francisco;39.996.734,00;10.031,79;2018
SE;2807006;São Miguel do Aleixo;36.605.752,00;9.354,91;2018
SE;2807105;Simão Dias;526.890.400,00;13.014,14;2018
SE;2807204;Siriri;142.417.663,00;16.159,95;2018
SE;2807303;Telha;31.574.388,00;9.854,68;2018
SE;2807402;Tobias Barreto;557.473.717,00;10.753,11;2018
SE;2807501;Tomar do Geru;121.794.201,00;9.325,03;2018
SE;2807600;Umbaúba;341.765.880,00;13.652,61;2018
SP;3500105;Adamantina;1.084.405.125,00;30.962,66;2018
SP;3500204;Adolfo;92.373.720,00;25.867,75;2018
SP;3500303;Aguaí;1.008.187.311,00;28.041,03;2018
SP;3500402;Águas da Prata;168.304.728,00;20.683,88;2018
SP;3500501;Águas de Lindóia;491.522.068,00;26.427,34;2018
SP;3500550;Águas de Santa Bárbara;166.830.491,00;27.620,94;2018
SP;3500600;Águas de São Pedro;135.946.643,00;40.220,90;2018
SP;3500709;Agudos;2.203.350.254,00;59.513,01;2018
SP;3500758;Alambari;100.497.292,00;16.981,63;2018
SP;3500808;Alfredo Marcondes;83.372.758,00;20.104,35;2018
SP;3500907;Altair;106.832.795,00;25.842,48;2018
SP;3501004;Altinópolis;497.723.203,00;30.792,08;2018
SP;3501103;Alto Alegre;107.711.975,00;26.207,29;2018
SP;3501152;Alumínio;2.105.104.507,00;113.887,93;2018
SP;3501202;Álvares Florence;119.696.027,00;32.245,70;2018
SP;3501301;Álvares Machado;530.717.813,00;21.374,06;2018
SP;3501400;Álvaro de Carvalho;49.886.480,00;9.632,45;2018
SP;3501509;Alvinlândia;51.906.344,00;16.190,38;2018
SP;3501608;Americana;11.332.408.168,00;47.793,48;2018
SP;3501707;Américo Brasiliense;959.435.488,00;24.008,70;2018
SP;3501806;Américo de Campos;117.732.464,00;19.767,04;2018
SP;3501905;Amparo;4.646.509.880,00;64.804,88;2018
SP;3502002;Analândia;183.993.634,00;37.298,53;2018
SP;3502101;Andradina;1.922.486.331,00;33.661,69;2018
SP;3502200;Angatuba;1.008.411.936,00;40.386,56;2018
SP;3502309;Anhembi;179.886.178,00;27.144,44;2018
SP;3502408;Anhumas;74.825.193,00;18.317,06;2018
SP;3502507;Aparecida;1.082.773.381,00;29.969,65;2018
SP;3502606;Aparecida d'Oeste;128.569.452,00;30.365,95;2018
SP;3502705;Apiaí;594.687.476,00;24.247,23;2018
SP;3502754;Araçariguama;3.270.859.003,00;149.668,66;2018
SP;3502804;Araçatuba;7.349.421.342,00;37.521,17;2018
SP;3502903;Araçoiaba da Serra;861.981.608,00;25.731,56;2018
SP;3503000;Aramina;126.608.221,00;22.669,33;2018
SP;3503109;Arandu;117.579.437,00;18.522,28;2018
SP;3503158;Arapeí;30.703.810,00;12.390,56;2018
SP;3503208;Araraquara;9.409.114.424,00;40.253,93;2018
SP;3503307;Araras;5.565.138.216,00;41.863,92;2018
SP;3503356;Arco-Íris;53.015.126,00;29.273,95;2018
SP;3503406;Arealva;230.787.867,00;27.135,55;2018
SP;3503505;Areias;43.127.618,00;11.126,84;2018
SP;3503604;Areiópolis;143.002.102,00;12.884,23;2018
SP;3503703;Ariranha;728.583.054,00;76.108,12;2018
SP;3503802;Artur Nogueira;1.184.269.482,00;22.156,59;2018
SP;3503901;Arujá;6.155.414.339,00;69.588,09;2018
SP;3503950;Aspásia;35.205.302,00;19.290,58;2018
SP;3504008;Assis;3.363.335.667,00;32.443,96;2018
SP;3504107;Atibaia;7.140.404.267,00;50.498,62;2018
SP;3504206;Auriflama;304.810.510,00;20.155,43;2018
SP;3504305;Avaí;271.908.052,00;50.644,08;2018
SP;3504404;Avanhandava;319.465.294,00;23.782,13;2018
SP;3504503;Avaré;2.737.160.757,00;30.391,62;2018
SP;3504602;Bady Bassitt;353.420.964,00;20.504,81;2018
SP;3504701;Balbinos;57.562.788,00;10.405,42;2018
SP;3504800;Bálsamo;203.039.716,00;22.575,02;2018
SP;3504909;Bananal;184.553.745,00;16.937,75;2018
SP;3505005;Barão de Antonina;53.275.613,00;15.482,60;2018
SP;3505104;Barbosa;94.911.097,00;12.939,48;2018
SP;3505203;Bariri;1.160.199.259,00;33.185,53;2018
SP;3505302;Barra Bonita;1.282.531.674,00;35.500,64;2018
SP;3505351;Barra do Chapéu;81.216.322,00;14.278,54;2018
SP;3505401;Barra do Turvo;91.019.789,00;11.840,74;2018
SP;3505500;Barretos;4.859.369.075,00;40.046,22;2018
SP;3505609;Barrinha;517.656.128,00;15.960,29;2018
SP;3505708;Barueri;50.566.643.987,00;186.382,33;2018
SP;3505807;Bastos;959.525.153,00;45.791,98;2018
SP;3505906;Batatais;1.590.068.481,00;25.636,34;2018
SP;3506003;Bauru;14.642.060.756,00;39.121,44;2018
SP;3506102;Bebedouro;3.344.551.366,00;43.191,17;2018
SP;3506201;Bento de Abreu;167.547.352,00;56.699,61;2018
SP;3506300;Bernardino de Campos;220.258.530,00;19.777,19;2018
SP;3506359;Bertioga;1.690.596.244,00;27.384,29;2018
SP;3506409;Bilac;193.041.289,00;24.284,98;2018
SP;3506508;Birigui;3.336.569.600,00;27.268,69;2018
SP;3506607;Biritiba Mirim;687.602.587,00;21.320,35;2018
SP;3506706;Boa Esperança do Sul;309.484.033,00;20.877,23;2018
SP;3506805;Bocaina;217.465.699,00;17.819,21;2018
SP;3506904;Bofete;187.116.060,00;16.223,00;2018
SP;3507001;Boituva;2.381.517.146,00;39.829,36;2018
SP;3507100;Bom Jesus dos Perdões;908.427.959,00;36.485,98;2018
SP;3507159;Bom Sucesso de Itararé;62.659.767,00;15.972,41;2018
SP;3507209;Borá;70.889.584,00;84.796,15;2018
SP;3507308;Boracéia;383.171.533,00;80.228,55;2018
SP;3507407;Borborema;372.245.412,00;23.374,91;2018
SP;3507456;Borebi;65.278.153,00;24.905,82;2018
SP;3507506;Botucatu;4.623.409.471,00;31.925,21;2018
SP;3507605;Bragança Paulista;6.305.506.737,00;37.813,45;2018
SP;3507704;Braúna;98.162.789,00;17.435,66;2018
SP;3507753;Brejo Alegre;83.159.081,00;29.271,06;2018
SP;3507803;Brodowski;668.979.715,00;27.203,14;2018
SP;3507902;Brotas;657.853.884,00;27.225,67;2018
SP;3508009;Buri;413.706.034,00;20.905,86;2018
SP;3508108;Buritama;635.662.408,00;37.385,31;2018
SP;3508207;Buritizal;177.965.495,00;40.019,23;2018
SP;3508306;Cabrália Paulista;82.550.447,00;19.260,49;2018
SP;3508405;Cabreúva;4.677.142.200,00;95.518,16;2018
SP;3508504;Caçapava;4.318.444.515,00;46.192,50;2018
SP;3508603;Cachoeira Paulista;608.491.610,00;18.401,78;2018
SP;3508702;Caconde;357.342.129,00;18.846,16;2018
SP;3508801;Cafelândia;505.032.848,00;28.550,67;2018
SP;3508900;Caiabu;58.214.357,00;13.893,64;2018
SP;3509007;Caieiras;3.556.312.285,00;35.517,31;2018
SP;3509106;Caiuá;75.610.509,00;13.036,29;2018
SP;3509205;Cajamar;16.970.110.949,00;224.359,59;2018
SP;3509254;Cajati;1.452.475.489,00;50.776,98;2018
SP;3509304;Cajobi;155.965.846,00;14.873,72;2018
SP;3509403;Cajuru;572.165.498,00;22.061,52;2018
SP;3509452;Campina do Monte Alegre;108.651.045,00;18.135,71;2018
SP;3509502;Campinas;61.397.262.531,00;51.417,44;2018
SP;3509601;Campo Limpo Paulista;2.111.048.316,00;25.211,06;2018
SP;3509700;Campos do Jordão;1.247.875.469,00;24.107,48;2018
SP;3509809;Campos Novos Paulista;141.778.019,00;28.746,56;2018
SP;3509908;Cananéia;300.656.908,00;23.977,74;2018
SP;3509957;Canas;104.579.557,00;20.623,06;2018
SP;3510005;Cândido Mota;1.166.473.634,00;37.372,60;2018
SP;3510104;Cândido Rodrigues;100.100.772,00;35.917,03;2018
SP;3510153;Canitar;188.668.210,00;36.713,02;2018
SP;3510203;Capão Bonito;906.462.811,00;19.221,42;2018
SP;3510302;Capela do Alto;272.471.347,00;13.344,01;2018
SP;3510401;Capivari;2.059.704.038,00;37.353,40;2018
SP;3510500;Caraguatatuba;3.325.920.049,00;27.802,88;2018
SP;3510609;Carapicuíba;5.745.311.023,00;14.413,33;2018
SP;3510708;Cardoso;255.539.278,00;20.770,49;2018
SP;3510807;Casa Branca;831.167.961,00;27.488,44;2018
SP;3510906;Cássia dos Coqueiros;148.915.300,00;58.581,94;2018
SP;3511003;Castilho;864.943.672,00;41.708,15;2018
SP;3511102;Catanduva;4.195.220.659,00;34.611,18;2018
SP;3511201;Catiguá;116.893.229,00;15.079,11;2018
SP;3511300;Cedral;312.425.155,00;34.238,37;2018
SP;3511409;Cerqueira César;605.187.347,00;30.605,21;2018
SP;3511508;Cerquilho;1.833.225.493,00;38.133,41;2018
SP;3511607;Cesário Lange;432.253.652,00;24.128,03;2018
SP;3511706;Charqueada;353.905.359,00;20.806,95;2018
SP;3511904;Clementina;219.808.969,00;25.945,35;2018
SP;3512001;Colina;1.107.893.430,00;60.218,14;2018
SP;3512100;Colômbia;330.045.713,00;53.207,43;2018
SP;3512209;Conchal;692.286.465,00;24.884,49;2018
SP;3512308;Conchas;352.392.033,00;19.830,73;2018
SP;3512407;Cordeirópolis;2.822.221.977,00;116.519,63;2018
SP;3512506;Coroados;165.503.865,00;27.648,49;2018
SP;3512605;Coronel Macedo;76.871.211,00;16.258,72;2018
SP;3512704;Corumbataí;248.561.384,00;61.418,68;2018
SP;3512803;Cosmópolis;1.591.090.836,00;22.410,36;2018
SP;3512902;Cosmorama;335.896.046,00;45.912,53;2018
SP;3513009;Cotia;12.534.568.975,00;51.225,49;2018
SP;3513108;Cravinhos;1.195.728.544,00;34.165,63;2018
SP;3513207;Cristais Paulista;193.172.625,00;22.617,10;2018
SP;3513306;Cruzália;104.534.081,00;49.778,13;2018
SP;3513405;Cruzeiro;2.435.818.473,00;29.743,19;2018
SP;3513504;Cubatão;13.183.238.550,00;101.597,09;2018
SP;3513603;Cunha;259.049.856,00;11.971,43;2018
SP;3513702;Descalvado;1.586.427.822,00;47.327,80;2018
SP;3513801;Diadema;14.671.971.222,00;34.855,75;2018
SP;3513850;Dirce Reis;57.390.648,00;32.133,62;2018
SP;3513900;Divinolândia;279.536.942,00;24.940,84;2018
SP;3514007;Dobrada;115.400.961,00;13.045,55;2018
SP;3514106;Dois Córregos;647.887.011,00;23.896,69;2018
SP;3514205;Dolcinópolis;46.290.914,00;21.845,64;2018
SP;3514304;Dourado;627.179.994,00;70.723,95;2018
SP;3514403;Dracena;1.199.690.637,00;25.779,84;2018
SP;3514502;Duartina;237.278.830,00;19.047,83;2018
SP;3514601;Dumont;228.990.752,00;23.587,84;2018
SP;3514700;Echaporã;125.442.017,00;20.426,97;2018
SP;3514809;Eldorado;321.142.103,00;20.795,32;2018
SP;3514908;Elias Fausto;706.704.446,00;40.144,54;2018
SP;3514924;Elisiário;63.736.743,00;17.685,00;2018
SP;3514957;Embaúba;52.162.565,00;21.238,83;2018
SP;3515004;Embu das Artes;13.248.193.380,00;48.914,66;2018
SP;3515103;Embu-Guaçu;1.121.893.472,00;16.293,33;2018
SP;3515129;Emilianópolis;61.747.364,00;19.284,00;2018
SP;3515152;Engenheiro Coelho;663.314.370,00;32.701,36;2018
SP;3515186;Espírito Santo do Pinhal;1.433.232.856,00;32.436,36;2018
SP;3515194;Espírito Santo do Turvo;78.691.602,00;16.466,12;2018
SP;3515202;Estrela d'Oeste;626.112.641,00;74.377,84;2018
SP;3515301;Estrela do Norte;50.590.346,00;18.316,56;2018
SP;3515350;Euclides da Cunha Paulista;159.117.924,00;16.893,29;2018
SP;3515400;Fartura;370.628.231,00;23.162,82;2018
SP;3515509;Fernandópolis;2.006.103.790,00;29.148,74;2018
SP;3515608;Fernando Prestes;191.407.747,00;33.167,17;2018
SP;3515657;Fernão;50.029.405,00;29.359,98;2018
SP;3515707;Ferraz de Vasconcelos;3.137.940.196,00;16.344,03;2018
SP;3515806;Flora Rica;37.968.418,00;25.329,16;2018
SP;3515905;Floreal;63.979.000,00;21.806,07;2018
SP;3516002;Flórida Paulista;206.633.673,00;14.264,37;2018
SP;3516101;Florínea;136.091.384,00;50.422,89;2018
SP;3516200;Franca;9.992.981.253,00;28.518,78;2018
SP;3516309;Francisco Morato;1.517.245.400,00;8.719,40;2018
SP;3516408;Franco da Rocha;2.995.316.152,00;19.650,05;2018
SP;3516507;Gabriel Monteiro;74.118.403,00;26.699,71;2018
