CÓDIGO SIAFI;CNPJ;DESCRIÇÃO;UF;CÓDIGO IBGE
3791;1,39826E+13;PINDAI;BA;2924504
3983;1,38967E+13;PINTADAS;BA;2924652
3795;1,36947E+13;PIRIPA;BA;2924702
3799;1,3769E+13;PLANALTINO;BA;2924900
3803;1,42422E+13;POCOES;BA;2925105
3807;1,3635E+13;PORTO SEGURO;BA;2925303
3811;1,37617E+13;PRADO;BA;2925501
3815;1,41205E+13;PRESIDENTE JANIO QUADROS;BA;2925709
3025;1,64437E+13;QUIXABEIRA;BA;2925931
3823;1,38442E+13;RETIROLANDIA;BA;2926103
3829;1,41052E+13;RIACHO DE SANTANA;BA;2926400
3833;1,38094E+13;RIBEIRA DO POMBAL;BA;2926608
3837;1,3678E+13;RIO DO ANTONIO;BA;2926806
3841;1,50888E+13;RIO REAL;BA;2927002
3845;1,38108E+13;RUY BARBOSA;BA;2927200
3849;1,39278E+13;SALVADOR;BA;2927408
3853;1,42174E+13;SANTA BRIGIDA;BA;2927606
3857;1,41479E+13;SANTA CRUZ DA VITORIA;BA;2927804
3869;1,36937E+13;SANTA TERESINHA;BA;2928505
3871;1,42226E+13;SANTO AMARO;BA;2928604
3875;1,40427E+13;SANTO ESTEVAO;BA;2928802
3029;1,64355E+13;SAO DOMINGOS;BA;2928950
3881;1,3827E+13;SAO FELIPE;BA;2929107
3883;1,38308E+13;SAO FRANCISCO DO CONDE;BA;2929206
3035;1,64293E+13;SAO JOSE DA VITORIA;BA;2929354
3887;1,38255E+13;SAO MIGUEL DAS MATAS;BA;2929404
3891;1,36963E+13;SAPEACU;BA;2929602
3037;1,30402E+13;SAUBARA;BA;2929750
3895;1,41976E+13;SAUDE;BA;2929800
3899;1,39826E+13;SEBASTIAO LARANJEIRAS;BA;2930006
3903;1,36927E+13;SENTO SE;BA;2930204
3907;1,36278E+13;SERRA PRETA;BA;2930402
3911;1,41967E+13;SERROLANDIA;BA;2930600
3041;1,64178E+13;SITIO DO MATO;BA;2930758
3045;1,64448E+13;SOBRADINHO;BA;2930774
3915;1,39226E+13;SOUTO SOARES;BA;2930808
3919;1,36763E+13;TANHACU;BA;2931004
3923;1,38503E+13;TAPEROA;BA;2931202
3993;1,36504E+13;TEIXEIRA DE FREITAS;BA;2931350
3927;1,38242E+13;TEODORO SAMPAIO;BA;2931400
3933;1,38245E+13;TERRA NOVA;BA;2931707
3937;1,38103E+13;TUCANO;BA;2931905
3945;1,42353E+13;UBATA;BA;2932309
3951;1,39826E+13;URANDI;BA;2932606
3959;1,38459E+13;VALENTE;BA;2933000
3995;1,3231E+13;VARZEA NOVA;BA;2933158
3049;1,34603E+13;VARZEDO;BA;2933174
3963;1,38911E+13;VERA CRUZ;BA;2933208
3967;1,46945E+13;WAGNER;BA;2933406
3971;1,38803E+13;XIQUE-XIQUE;BA;2933604
1309;7,59863E+12;ALCANTARAS;CE;2300507
1317;7,43847E+12;APUIARES;CE;2300903
1321;7,68476E+12;ARACATI;CE;2301109
989;2,37184E+13;ARARENDA;CE;2301257
1325;7,53998E+12;ARARIPE;CE;2301307
1329;6,7483E+12;ARNEIROZ;CE;2301505
1333;7,97804E+12;AURORA;CE;2301703
1233;2,34447E+13;BANABUIU;CE;2301851
1235;1,24596E+13;BARREIRA;CE;2301950
1343;7,52829E+12;BEBERIBE;CE;2302206
1347;7,96352E+12;BOA VIAGEM;CE;2302404
1355;7,96326E+12;CANINDE;CE;2302800
1359;7,70709E+12;CARIDADE;CE;2303006
1363;6,73813E+12;CARIRIACU;CE;2303204
1367;7,73267E+12;CARNAUBAL;CE;2303402
1371;7,54093E+12;CATARINA;CE;2303600
1375;7,81224E+12;CEDRO;CE;2303808
993;6,33866E+13;CHORO;CE;2303931
1239;2,35553E+13;CHOROZINHO;CE;2303956
1383;7,98204E+12;CRATEUS;CE;2304103
1241;1,04623E+13;CROATA;CE;2304236
1245;1,24651E+13;ERERE;CE;2304277
1387;7,59557E+12;FARIAS BRITO;CE;2304301
1397;4,13421E+13;GRANJEIRO;CE;2304806
1251;1,23595E+13;GUAIUBA;CE;2304954
1401;7,56921E+12;GUARACIABA DO NORTE;CE;2305001
1405;7,70768E+12;HIDROLANDIA;CE;2305209
1255;2,34447E+13;IBARETAMA;CE;2305266
1409;7,66968E+12;ICO;CE;2305407
1413;7,98203E+12;INDEPENDENCIA;CE;2305605
1259;1,04624E+13;IPAPORANGA;CE;2305654
1417;7,67972E+12;IPU;CE;2305803
1421;7,89166E+12;IRACEMA;CE;2306009
1425;7,40377E+12;ITAICABA;CE;2306207
991;4,15636E+13;ITAITINGA;CE;2306256
1433;7,96374E+12;ITATIRA;CE;2306603
1441;7,61575E+12;JAGUARUANA;CE;2307007
1445;7,41326E+12;JATI;CE;2307205
1449;7,54128E+12;JUCAS;CE;2307403
1453;7,89167E+12;LIMOEIRO DO NORTE;CE;2307601
1585;7,60585E+12;MARACANAU;CE;2307650
1457;7,56652E+12;MARCO;CE;2307809
1461;7,59869E+12;MASSAPE;CE;2308005
1465;7,59868E+12;MERUOCA;CE;2308203
1263;1,05176E+13;MIRAIMA;CE;2308377
1473;7,69399E+12;MONSENHOR TABOSA;CE;2308609
1477;7,59868E+12;MORAUJO;CE;2308807
1481;7,73379E+12;MUCAMBO;CE;2309003
1485;7,53644E+12;NOVA OLINDA;CE;2309201
1489;7,98201E+12;NOVO ORIENTE;CE;2309409
1497;7,91076E+12;PACOTI;CE;2309805
1501;7,48868E+12;PALHANO;CE;2310001
1505;7,5923E+12;PARACURU;CE;2310209
1599;1,03806E+13;PARAIPABA;CE;2310258
1509;7,71196E+12;PARAMOTI;CE;2310407
1517;7,57052E+12;PEREIRO;CE;2310803
1267;2,35634E+13;PINDORETAMA;CE;2310852
1521;7,43819E+12;PORANGA;CE;2311009
1525;7,65892E+12;POTENGI;CE;2311207
1271;1,24617E+13;POTIRETAMA;CE;2311231
1533;7,75665E+12;REDENCAO;CE;2311603
1537;7,53545E+12;RUSSAS;CE;2311801
1545;7,72514E+12;SANTA QUITERIA;CE;2312205
1551;7,89169E+12;SAO JOAO DO JAGUARIBE;CE;2312502
1559;7,59863E+12;SOBRAL;CE;2312908
1563;7,89168E+12;TABULEIRO DO NORTE;CE;2313104
1567;7,84953E+12;TAUA;CE;2313302
1575;7,52037E+12;UMARI;CE;2313708
9855;6,58246E+12;UMIRIM;CE;2313757
1579;7,66793E+12;URUOCA;CE;2313906
9857;7,67311E+12;VARJOTA;CE;2313955
1583;1,04625E+13;VICOSA DO CEARA;CE;2314102
5607;2,71427E+13;ANCHIETA;ES;3200409
5611;2,71427E+13;ARACRUZ;ES;3200607
5615;2,71657E+13;BAIXO GUANDU;ES;3200805
5619;2,71674E+13;BOA ESPERANCA;ES;3201001
5629;2,71657E+13;COLATINA;ES;3201506
5637;2,71506E+13;DOMINGOS MARTINS;ES;3201902
5641;2,71673E+13;ECOPORANGA;ES;3202108
5645;2,71741E+13;GUACUI;ES;3202306
5709;2,77442E+13;IBATIBA;ES;3202454
2931;3,6404E+13;IRUPI;ES;3202652
5655;2,71742E+13;ITAPEMIRIM;ES;3202801
5661;2,71657E+13;JERONIMO MONTEIRO;ES;3203106
5723;3,17961E+13;LARANJA DA TERRA;ES;3203163
5667;2,71741E+13;MIMOSO DO SUL;ES;3203403
5671;2,71741E+13;MUCURICI;ES;3203601
5675;2,70824E+13;MUQUI;ES;3203809
5681;2,71741E+13;PINHEIROS;ES;3204104
5685;2,71657E+13;PRESIDENTE KENNEDY;ES;3204302
5687;2,71657E+13;RIO NOVO DO SUL;ES;3204401
5725;3,63884E+13;SANTA MARIA DE JETIBA;ES;3204559
2933;3,63503E+13;SAO DOMINGOS DO NORTE;ES;3204658
5695;2,71674E+13;SAO JOSE DO CALCADO;ES;3204807
5699;2,71741E+13;SERRA;ES;3205002
766;1,61216E+12;SOORETAMA;ES;3205010
5729;3,17235E+13;VENDA NOVA DO IMIGRANTE;ES;3205069
5703;2,71656E+13;VILA VELHA;ES;3205200
9771;2,51413E+13;AGUA FRIA DE GOIAS;GO;5200175
1052;1,61652E+12;AGUAS LINDAS DE GOIAS;GO;5200258
9223;1,12743E+12;ANHANGUERA;GO;5201207
9227;1,00573E+12;APARECIDA DE GOIANIA;GO;5201405
9231;1,3189E+12;ARACU;GO;5201603
9235;1,21547E+12;ARAGOIANIA;GO;5201801
9251;2,32036E+12;AURILANDIA;GO;5202601
9261;1,06713E+12;BALIZA;GO;5203104
9265;1,00592E+12;BELA VISTA DE GOIAS;GO;5203302
9269;1,14962E+12;BOM JESUS DE GOIAS;GO;5203500
1056;1,63427E+12;BONOPOLIS;GO;5203575
9279;1,74043E+12;CABECEIRAS;GO;5204003
9283;2,16482E+12;CACHOEIRA DE GOIAS;GO;5204201
9289;1,78751E+12;CALDAS NOVAS;GO;5204508
9687;1,45789E+11;CAMPINACU;GO;5204656
9293;2,21575E+12;CAMPINORTE;GO;5204706
9297;1,12614E+12;CAMPOS BELOS;GO;5204904
9781;1,494E+12;CAMPOS VERDES;GO;5204953
81;3,72758E+13;CASTELANDIA;GO;5205059
9301;1,50564E+12;CATALAO;GO;5205109
9305;1,73877E+12;CAVALCANTE;GO;5205307
73;2,48593E+13;CHAPADAO DO CEU;GO;5205471
55;3,69855E+13;COCALZINHO DE GOIAS;GO;5205513
9791;2,51053E+13;COLINAS DO SUL;GO;5205521
9315;2,32112E+12;CORREGO DO OURO;GO;5205703
9331;2,07321E+12;CROMINIA;GO;5206503
9339;1,13028E+12;DAVINOPOLIS;GO;5206909
9309;1,06721E+12;DIVINOPOLIS DE GOIAS;GO;5208301
9351;1,80047E+12;ESTRELA DO NORTE;GO;5207501
9797;2,51413E+13;FAINA;GO;5207535
9357;2,32192E+12;FIRMINOPOLIS;GO;5207808
9361;1,73878E+12;FORMOSA;GO;5208004
1072;4,22346E+12;GAMELEIRA DE GOIAS;GO;5208152
9367;2,50601E+12;GOIANAPOLIS;GO;5208400
9379;1,75372E+12;GOIATUBA;GO;5209101
9383;1,74059E+12;GUARANI DE GOIAS;GO;5209408
9389;1,10533E+12;HIDROLANDIA;GO;5209705
9393;1,74045E+12;IACIARA;GO;5209903
69;2,69238E+13;INACIOLANDIA;GO;5209937
9681;5959000110;INDIARA;GO;5209952
9397;1,76361E+12;IPAMERI;GO;5210109
9401;1,06725E+12;ISRAELANDIA;GO;5210307
9919;2,48501E+13;ITAGUARI;GO;5210562
9407;1,06726E+12;ITAGUARU;GO;5210604
9413;1,13481E+12;ITAPACI;GO;5210901
9419;1,1466E+12;ITAPURANGA;GO;5211206
9423;1,67437E+11;ITAUCU;GO;5211404
9427;2,32189E+12;IVOLANDIA;GO;5211602
9431;1,22392E+12;JARAGUA;GO;5211800
9435;1,76734E+12;JAUPACI;GO;5212006
9439;2,92213E+12;JUSSARA;GO;5212204
1076;4,21518E+12;LAGOA SANTA;GO;5212253
9445;1,16942E+12;LUZIANIA;GO;5212501
9449;1,74046E+12;MAMBAI;GO;5212709
9453;1,17458E+12;MARZAGAO;GO;5212907
9931;2,50534E+13;MIMOSO DE GOIAS;GO;5213053
9459;2,31654E+12;MINEIROS;GO;5213103
9467;1,12634E+12;MONTE ALEGRE DE GOIAS;GO;5213509
79;2,50052E+13;MONTIVIDIU DO NORTE;GO;5213772
9473;1,78955E+12;MORRINHOS;GO;5213806
9477;1,13523E+12;MOZARLANDIA;GO;5214002
9651;1,63055E+11;MUNDO NOVO;GO;5214051
9485;1,37362E+12;NAZARIO;GO;5214408
9489;2,2159E+12;NIQUELANDIA;GO;5214606
9493;1,30362E+12;NOVA AURORA;GO;5214804
9655;98095000128;NOVA GLORIA;GO;5214861
9497;1,12368E+12;NOVA VENEZA;GO;5215009
9735;2,5041E+13;NOVO PLANALTO;GO;5215256
9503;2,38584E+12;ORIZONA;GO;5215306
9507;1,13101E+12;OUVIDOR;GO;5215504
9517;79830000156;PANAMA;GO;5216007
9523;2,39477E+12;PARAUNA;GO;5216403
9535;2,6473E+12;PILAR DE GOIAS;GO;5216908
9541;1,16815E+12;PIRANHAS;GO;5217203
9545;1,18159E+12;PIRES DO RIO;GO;5217401
9549;1,79128E+12;PONTALINA;GO;5217708
1060;1,61741E+12;PORTEIRAO;GO;5218052
9557;2,31738E+12;PORTELANDIA;GO;5218102
51;3,73883E+13;PROFESSOR JAMIL;GO;5218391
9563;2,05674E+12;QUIRINOPOLIS;GO;5218508
9995;2,48527E+13;RIO QUENTE;GO;5218789
9573;2,38284E+12;RUBIATABA;GO;5218904
9577;2,26417E+12;SANTA BARBARA DE GOIAS;GO;5219100
9585;1,76111E+12;SANTA ROSA DE GOIAS;GO;5219506
83;3,72758E+13;SANTO ANTONIO DA BARRA;GO;5219712
9677;97857000171;SANTO ANTONIO DO DESCOBERTO;GO;5219753
9747;2,51052E+13;SAO JOAO DA PARAUNA;GO;5220058
9599;2,32041E+12;SAO LUIS DE MONTES BELOS;GO;5220108
1064;1,61667E+12;SAO PATRICIO;GO;5220280
9605;2,05678E+12;SAO SIMAO;GO;5220405
9609;1,06803E+12;SILVANIA;GO;5220603
9617;1,06806E+12;TAQUARAL DE GOIAS;GO;5221007
9759;2,51053E+13;TERESINA DE GOIAS;GO;5221080
9625;1,21754E+12;TRINDADE;GO;5221403
9765;2,51077E+13;TURVELANDIA;GO;5221551
9633;1,21981E+12;URUACU;GO;5221601
9637;1,76362E+12;URUTAI;GO;5221809
9641;1,29969E+12;VIANOPOLIS;GO;5222005
67;3,73884E+13;VILA BOA;GO;5222203
1068;1,61282E+12;VILA PROPICIO;GO;5222302
703;6,00024E+12;ALCANTARA;MA;2100204
707;6,02132E+12;ALTAMIRA DO MARANHAO;MA;2100402
106;1,61233E+12;ALTO ALEGRE DO MARANHAO;MA;2100436
110;1,58096E+12;AMAPA DO MARANHAO;MA;2100550
711;6,15785E+12;AMARANTE DO MARANHAO;MA;2100600
715;6,11646E+12;ANAPURUS;MA;2100808
721;6,00857E+12;AXIXA;MA;2101103
725;6,15142E+12;BACURI;MA;2101301
118;1,61253E+12;BACURITUBA;MA;2101350
729;6,47782E+12;BARAO DE GRAJAU;MA;2101509
122;1,61235E+12;BELA VISTA DO MARANHAO;MA;2101772
737;4,16117E+13;BEQUIMAO;MA;2101905
130;1,6114E+12;BOM LUGAR;MA;2102077
741;6,11707E+12;BURITI;MA;2102200
138;1,61262E+12;CACHOEIRA GRANDE;MA;2102374
745;6,05427E+12;CAJAPIO;MA;2102408
749;6,05951E+12;CANDIDO MENDES;MA;2102606
142;1,61331E+12;CAPINZAL DO NORTE;MA;2102754
753;1,20817E+13;CAROLINA;MA;2102804
146;1,61233E+12;CENTRO DO GUILHERME;MA;2103158
761;6,11771E+12;CHAPADINHA;MA;2103208
765;5,28174E+12;COELHO NETO;MA;2103406
152;1,61254E+12;CONCEICAO DO LAGO-ACU;MA;2103554
773;6,13729E+12;DOM PEDRO;MA;2103802
777;6,37667E+12;ESPERANTINOPOLIS;MA;2104008
156;1,61604E+12;FEIRA NOVA DO MARANHAO;MA;2104073
160;1,61668E+12;FORMOSA DA SERRA NEGRA;MA;2104099
781;6,1404E+12;FORTUNA;MA;2104206
789;6,10112E+12;GOVERNADOR EUGENIO BARROS;MA;2104602
164;1,57855E+12;GOVERNADOR LUIZ ROCHA;MA;2104628
168;1,61283E+12;GOVERNADOR NUNES FREIRE;MA;2104677
795;5,50533E+12;GUIMARAES;MA;2104909
178;1,61444E+12;JENIPAPO DOS VIEIRAS;MA;2105476
813;6,02181E+12;LAGO DA PEDRA;MA;2105708
817;6,02117E+12;LAGO VERDE;MA;2105906
186;1,61234E+12;LAGOA GRANDE DO MARANHAO;MA;2105963
825;6,98898E+12;MAGALHAES DE ALMEIDA;MA;2106300
190;1,61234E+12;MARACACUME;MA;2106326
194;1,61233E+12;MARANHAOZINHO;MA;2106375
829;6,15873E+12;MATINHA;MA;2106508
198;1,61232E+12;MILAGRES DO MARANHAO;MA;2106672
833;6,14082E+12;MIRADOR;MA;2106706
1283;1,25538E+13;MIRANDA DO NORTE;MA;2106755
837;6,19024E+12;MONCAO;MA;2106904
841;5,48994E+12;MORROS;MA;2107100
202;1,61263E+12;NOVA OLINDA DO MARANHAO;MA;2107357
849;6,00364E+12;PACO DO LUMIAR;MA;2107506
853;5,30314E+12;PARAIBANO;MA;2107704
857;1,04386E+13;PASSAGEM FRANCA;MA;2107902
206;1,56291E+12;PAULINO NEVES;MA;2108058
861;6,18425E+12;PEDREIRAS;MA;2108207
865;4,16119E+13;PERI MIRIM;MA;2108405
869;6,20075E+12;PINHEIRO;MA;2108603
873;7,62337E+12;PIRAPEMAS;MA;2108801
877;6,20895E+12;PORTO FRANCO;MA;2109007
214;1,61232E+12;PRESIDENTE MEDICI;MA;2109239
218;1,61233E+12;RAPOSA;MA;2109452
893;6,2294E+12;SAMBAIBA;MA;2109700
222;1,61263E+12;SANTA FILOMENA DO MARANHAO;MA;2109759
957;6,19895E+12;SANTA INES;MA;2109908
899;6,23262E+12;SANTA QUITERIA DO MARANHAO;MA;2110104
903;6,17272E+12;SANTO ANTONIO DOS LOPES;MA;2110302
907;6,21426E+12;SAO BENTO;MA;2110500
228;1,61233E+12;SAO DOMINGOS DO AZEITAO;MA;2110658
911;6,11369E+12;SAO DOMINGOS DO MARANHAO;MA;2110708
915;6,08916E+12;SAO FRANCISCO DO MARANHAO;MA;2110906
232;1,61234E+12;SAO JOAO DO CARU;MA;2111029
236;1,61263E+12;SAO JOAO DO SOTER;MA;2111078
919;6,08967E+12;SAO JOAO DOS PATOS;MA;2111102
242;1,57784E+12;SAO PEDRO DOS CRENTES;MA;2111573
246;1,61235E+12;SAO ROBERTO;MA;2111672
250;1,56669E+12;SENADOR ALEXANDRE COSTA;MA;2111748
931;6,89653E+12;SUCUPIRA DO NORTE;MA;2111904
935;6,42462E+12;TIMBIRAS;MA;2112100
258;1,55807E+12;TRIZIDELA DO VALE;MA;2112233
939;6,13891E+12;TUNTUM;MA;2112308
262;1,61253E+12;TURILANDIA;MA;2112456
943;6,21857E+12;TUTOIA;MA;2112506
947;5,64874E+12;VARGEM GRANDE;MA;2112704
951;5,64681E+12;VITORIA DO MEARIM;MA;2112902
1287;1,21221E+13;ZE DOCA;MA;2114007
4001;1,85931E+13;ABADIA DOS DOURADOS;MG;3100104
4005;1,88373E+13;ABRE CAMPO;MG;3100302
4009;1,70052E+13;ACUCENA;MG;3100500
4013;1,8429E+13;AGUA COMPRIDA;MG;3100708
4017;1,84047E+13;AGUAS FORMOSAS;MG;3100906
4023;1,80089E+13;AIURUOCA;MG;3101201
4027;1,7912E+13;ALBERTINA;MG;3101409
4031;1,82432E+13;ALFENAS;MG;3101607
4035;1,83326E+13;ALPERCATA;MG;3101805
4039;1,82432E+13;ALTEROSA;MG;3102001
4043;1,97703E+13;ALVARENGA;MG;3102209
4047;1,83032E+13;ALVORADA DE MINAS;MG;3102407
4057;1,80948E+13;ANTONIO CARLOS;MG;3102902
4061;1,79476E+13;ANTONIO PRADO DE MINAS;MG;3103108
4065;1,77479E+13;ARACITABA;MG;3103306
4069;1,68296E+13;ARAGUARI;MG;3103504
4073;1,81322E+13;ARAPONGA;MG;3103702
2903;2,30985E+13;ARAPORA;MG;3103751
4077;1,8301E+13;ARAUJOS;MG;3103900
4081;1,78997E+13;ARCEBURGO;MG;3104106
4085;1,82432E+13;AREADO;MG;3104304
568;1,60851E+12;ARICANDUVA;MG;3104452
4089;1,81251E+13;ARINOS;MG;3104502
4093;1,69714E+13;ATALEIA;MG;3104700
4097;1,80089E+13;BAEPENDI;MG;3104908
4101;2,09206E+13;BAMBUI;MG;3105103
4105;1,81758E+13;BANDEIRA DO SUL;MG;3105301
4113;1,83162E+13;BARRA LONGA;MG;3105707
4119;1,8311E+13;BELA VISTA DE MINAS;MG;3106002
4123;1,87154E+13;BELO HORIZONTE;MG;3106200
4127;1,83639E+13;BELO VALE;MG;3106408
4131;1,84049E+13;BERTOPOLIS;MG;3106606
4135;1,80948E+13;BIAS FORTES;MG;3106804
4139;1,82966E+13;BIQUINHAS;MG;3107000
4155;1,83343E+13;BOM JESUS DO GALHO;MG;3107802
4159;1,82444E+13;BOM SUCESSO;MG;3108008
4163;1,81251E+13;BONFINOPOLIS DE MINAS;MG;3108206
572;1,61249E+12;BONITO DE MINAS;MG;3108255
4167;1,78476E+13;BOTELHOS;MG;3108404
4173;1,81283E+13;BRAS PIRES;MG;3108701
4175;1,83074E+13;BRAUNAS;MG;3108800
4181;1,89401E+13;BUENO BRANDAO;MG;3109105
576;1,61313E+12;BUGRE;MG;3109253
4185;1,81251E+13;BURITIS;MG;3109303
4189;1,79096E+13;CABO VERDE;MG;3109501
4193;1,8676E+13;CACHOEIRA DE MINAS;MG;3109709
4197;2,32214E+13;CAETANOPOLIS;MG;3109907
4201;1,81143E+13;CAIANA;MG;3110103
4205;1,86251E+13;CALDAS;MG;3110301
4209;1,79354E+13;CAMANDUCAIA;MG;3110509
4213;1,79554E+13;CAMBUQUIRA;MG;3110707
4217;1,87122E+13;CAMPANHA;MG;3110905
580;1,61255E+12;CAMPO AZUL;MG;3111150
4225;1,82396E+13;CAMPO DO MEIO;MG;3111309
4229;1,82982E+13;CAMPOS ALTOS;MG;3111507
4237;1,82444E+13;CANA VERDE;MG;3111903
4235;1,84572E+13;CANAPOLIS;MG;3111804
4241;1,81142E+13;CAPARAO;MG;3112109
4245;1,92299E+13;CAPELINHA;MG;3112307
4249;1,83146E+13;CAPIM BRANCO;MG;3112505
4253;1,80174E+13;CAPITAO ENEAS;MG;3112703
4257;1,83851E+13;CAPUTIRA;MG;3112901
4265;1,92798E+13;CARANGOLA;MG;3113305
4269;2,11542E+13;CARBONITA;MG;3113503
4273;1,84773E+13;CARLOS CHAGAS;MG;3113701
4277;1,82401E+13;CARMO DA CACHOEIRA;MG;3113909
4281;1,81882E+13;CARMO DE MINAS;MG;3114105
4285;1,8602E+13;CARMO DO PARANAIBA;MG;3114303
2685;2,60425E+13;CARNEIRINHO;MG;3114550
4295;1,81942E+13;CARVALHOS;MG;3114808
4299;1,82594E+13;CASCALHO RICO;MG;3115003
4305;1,77025E+13;CATAGUASES;MG;3115300
584;1,61237E+12;CATAS ALTAS;MG;3115359
4315;1,82605E+13;CENTRALINA;MG;3115805
588;1,61249E+12;CHAPADA GAUCHA;MG;3116159
4327;1,78941E+13;CLARAVAL;MG;3116407
4331;1,83088E+13;CLAUDIO;MG;3116605
4335;1,83074E+13;COLUNA;MG;3116803
4345;1,84289E+13;CONCEICAO DAS ALAGOAS;MG;3117306
4347;1,83343E+13;CONCEICAO DE IPANEMA;MG;3117405
4351;1,83152E+13;CONCEICAO DO PARA;MG;3117603
4355;1,86776E+13;CONCEICAO DOS OUROS;MG;3117801
592;1,00623E+12;CONFINS;MG;3117876
4365;1,97184E+13;CONSELHEIRO LAFAIETE;MG;3118304
4369;1,80259E+13;CONSOLACAO;MG;3118502
4373;1,82396E+13;COQUEIRAL;MG;3118700
4381;1,7695E+13;CORINTO;MG;3119104
4389;1,83487E+13;CORONEL MURTA;MG;3119500
4393;1,85575E+13;CORONEL XAVIER CHAVES;MG;3119708
4397;1,86776E+13;CORREGO DO BOM JESUS;MG;3119906
4401;1,77542E+13;COUTO DE MAGALHAES DE MINAS;MG;3120102
4415;1,80089E+13;CRUZILIA;MG;3120805
600;1,61308E+12;CURRAL DE DENTRO;MG;3120870
4419;1,77542E+13;DATAS;MG;3121001
4423;1,78941E+13;DELFINOPOLIS;MG;3121209
4431;1,77541E+13;DIAMANTINA;MG;3121605
4435;2,01264E+13;DIONISIO;MG;3121803
4439;1,81143E+13;DIVINO;MG;3122009
4443;1,83074E+13;DIVINOLANDIA DE MINAS;MG;3122207
604;1,61307E+12;DIVISA ALEGRE;MG;3122355
2657;6,62343E+13;DIVISOPOLIS;MG;3122454
4451;1,83032E+13;DOM JOAQUIM;MG;3122603
4455;1,81883E+13;DOM VICOSO;MG;3122801
4459;1,80948E+13;DORES DE CAMPOS;MG;3123007
4463;1,8301E+13;DORES DO INDAIA;MG;3123205
2663;6,62296E+13;ENTRE FOLHAS;MG;3123858
4479;1,81333E+13;ERVALIA;MG;3124005
4483;1,81143E+13;ESPERA FELIZ;MG;3124203
4487;1,86759E+13;ESPIRITO SANTO DO DOURADO;MG;3124401
4495;1,85922E+13;ESTRELA DO SUL;MG;3124807
4499;1,77479E+13;EWBANK DA CAMARA;MG;3125002
4507;1,77542E+13;FELICIO DOS SANTOS;MG;3125408
4515;1,80809E+13;FERNANDES TOURINHO;MG;3125804
4519;1,83138E+13;FLORESTAL;MG;3126000
4523;1,81252E+13;FORMOSO;MG;3126208
4527;1,81161E+13;FORTUNA DE MINAS;MG;3126406
4531;1,68855E+13;FRANCISCO DUMONT;MG;3126604
608;1,61339E+12;FRANCISCOPOLIS;MG;3126752
4535;1,84049E+13;FREI GASPAR;MG;3126802
4539;1,84491E+13;FRONTEIRA;MG;3127008
612;1,61248E+12;FRUTA DE LEITE;MG;3127073
620;1,61114E+12;GOIANA;MG;3127388
4547;1,80259E+13;GONCALVES;MG;3127404
4551;1,77541E+13;GOUVEIA;MG;3127602
4555;2,07166E+13;GRAO MOGOL;MG;3127800
4559;1,83074E+13;GUANHAES;MG;3128006
4563;1,93826E+13;GUARACIABA;MG;3128204
4567;1,83382E+13;GUARANI;MG;3128402
4571;1,82779E+13;GUARDA-MOR;MG;3128600
4575;1,81282E+13;GUIDOVAL;MG;3128808
4579;1,81379E+13;GUIRICEMA;MG;3129004
4583;1,87121E+13;HELIODORA;MG;3129202
4587;1,80948E+13;IBERTIOGA;MG;3129400
4591;1,68997E+13;IBIAI;MG;3129608
624;1,61248E+12;IBIRACATU;MG;3129657
4595;1,87155E+13;IBIRITE;MG;3129806
4599;1,82444E+13;IBITURUNA;MG;3130002
2693;2,52243E+13;ICARAI DE MINAS;MG;3130051
4603;1,83138E+13;IGARATINGA;MG;3130200
4607;1,82444E+13;IJACI;MG;3130408
4611;1,80288E+13;INCONFIDENTES;MG;3130606
628;1,6146E+12;INDAIABIRA;MG;3130655
4619;1,81162E+13;INHAUMA;MG;3131000
2665;6,62295E+13;IPABA;MG;3131158
4623;1,83343E+13;IPANEMA;MG;3131208
4635;1,71254E+13;ITABIRINHA;MG;3131802
4639;1,80174E+13;ITACAMBIRA;MG;3132008
4643;1,8313E+13;ITAGUARA;MG;3132206
4651;1,77068E+13;ITAMARATI DE MINAS;MG;3132602
4655;1,82995E+13;ITAMBE DO MATO DENTRO;MG;3132800
4661;1,81867E+13;ITANHANDU;MG;3133105
4665;1,84146E+13;ITAOBIM;MG;3133303
4669;1,83087E+13;ITAPECERICA;MG;3133501
4673;1,86918E+13;ITATIAIUCU;MG;3133709
4677;1,97184E+13;ITAVERAVA;MG;3133907
4681;1,84132E+13;ITUETA;MG;3134103
4685;1,82444E+13;ITUMIRIM;MG;3134301
4689;1,82444E+13;ITUTINGA;MG;3134509
4693;1,83499E+13;JACINTO;MG;3134707
4697;1,79141E+13;JACUTINGA;MG;3134905
4701;1,80174E+13;JANAUBA;MG;3135100
4705;1,83067E+13;JAPARAIBA;MG;3135308
632;1,61338E+12;JENIPAPO DE MINAS;MG;3135456
4709;1,83162E+13;JEQUERI;MG;3135506
4713;1,80622E+13;JEQUITIBA;MG;3135704
4717;1,81882E+13;JESUANIA;MG;3135902
4721;1,71116E+13;JOANESIA;MG;3136108
4725;1,69303E+13;JOAO PINHEIRO;MG;3136306
636;1,61307E+12;JOSE RAYDAN;MG;3136553
4735;1,80174E+13;JURAMENTO;MG;3136801
640;1,61249E+12;JUVENILIA;MG;3136959
4739;1,84049E+13;LADAINHA;MG;3137007
4743;1,83186E+13;LAGOA DA PRATA;MG;3137205
